date,asset_id,quantity
2022-11-27,icici_pru_liquid_fund,883.65
2022-11-27,physical_gold,0.03
2022-11-27,reit,0.49
2022-11-27,snp_500,154.12
2022-12-27,mahindra_and_mahindra,16.38
2022-12-27,icici_pru_liquid_fund,2286.83
2022-12-27,physical_gold,0.02
2022-12-27,reit,1.51
2022-12-27,snp_500,157.25
2023-01-26,infosys,97.87
2023-01-26,sbi_liquid_fund,273.67
2023-01-26,physical_gold,0.0
2023-01-26,reit,0.23
2023-01-26,nasdaq_100,67.28
2023-02-25,bharti_airtel,4.02
2023-02-25,hdfc_liquid_fund,405.62
2023-02-25,physical_gold,0.0
2023-02-25,reit,0.11
2023-02-25,snp_500,70.61
2023-03-27,mahindra_and_mahindra,6.31
2023-03-27,icici_pru_liquid_fund,582.79
2023-03-27,physical_gold,0.0
2023-03-27,reit,0.14
2023-03-27,snp_500,14.51
2023-04-26,mahindra_and_mahindra,4.09
2023-04-26,sbi_liquid_fund,604.51
2023-04-26,sgb,0.0
2023-04-26,reit,0.36
2023-04-26,snp_500,0.05
2023-05-26,bharti_airtel,7.36
2023-05-26,icici_pru_liquid_fund,961.3
2023-05-26,physical_gold,0.0
2023-05-26,reit,0.53
2023-05-26,snp_500,0.03
2023-06-25,tata_steel,9.66
2023-06-25,sbi_liquid_fund,714.37
2023-06-25,sgb,0.0
2023-06-25,reit,0.13
2023-06-25,snp_500,0.02
2023-07-25,tata_steel,3.45
2023-07-25,icici_pru_liquid_fund,1066.49
2023-07-25,sgb,0.0
2023-07-25,reit,0.5
2023-07-25,snp_500,0.0
2023-08-24,mahindra_and_mahindra,9.18
2023-08-24,icici_pru_liquid_fund,563.76
2023-08-24,sgb,0.0
2023-08-24,reit,0.55
2023-08-24,snp_500,0.0
2023-09-23,tata_steel,1.68
2023-09-23,sbi_liquid_fund,327.7
2023-09-23,physical_gold,0.0
2023-09-23,reit,0.18
2023-09-23,snp_500,0.0
2023-10-23,itc,3.9
2023-10-23,axis_liquid_fund,1248.69
2023-10-23,sgb,0.0
2023-10-23,reit,0.6
2023-10-23,nasdaq_100,0.0
2023-11-22,reliance_industries,3.37
2023-11-22,icici_pru_liquid_fund,1203.56
2023-11-22,sgb,0.0
2023-11-22,reit,0.12
2023-11-22,nasdaq_100,0.0
2023-12-22,mahindra_and_mahindra,10.97
2023-12-22,axis_liquid_fund,1540.36
2023-12-22,physical_gold,0.0
2023-12-22,reit,0.56
2023-12-22,snp_500,0.0
2024-01-21,nippon_india_smallcap_fund,3.27
2024-01-21,hdfc_liquid_fund,1433.59
2024-01-21,sgb,0.0
2024-01-21,reit,0.16
2024-01-21,snp_500,0.0
2024-02-20,hero_moto_corps,14.36
2024-02-20,axis_liquid_fund,658.76
2024-02-20,sgb,0.0
2024-02-20,reit,0.17
2024-02-20,nasdaq_100,0.0
2024-03-21,bharti_airtel,3.93
2024-03-21,hdfc_liquid_fund,1001.96
2024-03-21,physical_gold,0.0
2024-03-21,reit,0.46
2024-03-21,nasdaq_100,0.0
2024-04-20,reliance_industries,2.69
2024-04-20,hdfc_liquid_fund,583.21
2024-04-20,physical_gold,0.0
2024-04-20,reit,0.5
2024-04-20,nasdaq_100,0.0
2024-05-20,reliance_industries,4.57
2024-05-20,icici_pru_liquid_fund,1012.74
2024-05-20,physical_gold,0.0
2024-05-20,reit,0.35
2024-05-20,snp_500,0.0
2024-06-19,hdfc_bank,48.42
2024-06-19,hdfc_liquid_fund,640.0
2024-06-19,physical_gold,0.0
2024-06-19,reit,1.37
2024-06-19,nasdaq_100,0.0
2024-07-19,asian_paints,23.98
2024-07-19,hdfc_liquid_fund,411.64
2024-07-19,physical_gold,0.0
2024-07-19,reit,0.33
2024-07-19,snp_500,0.0
2024-08-18,infosys,122.63
2024-08-18,sbi_liquid_fund,1125.23
2024-08-18,physical_gold,0.0
2024-08-18,reit,0.49
2024-08-18,nasdaq_100,0.0
2024-09-17,hdfc_bank,6.68
2024-09-17,sbi_liquid_fund,1057.65
2024-09-17,physical_gold,0.0
2024-09-17,reit,0.17
2024-09-17,snp_500,0.0
2024-10-17,tata_steel,8.14
2024-10-17,icici_pru_liquid_fund,1093.09
2024-10-17,sgb,0.0
2024-10-17,reit,0.4
2024-10-17,nasdaq_100,0.0
2024-11-16,reliance_industries,12.06
2024-11-16,hdfc_liquid_fund,3094.08
2024-11-16,sgb,0.0
2024-11-16,reit,0.44
2024-11-16,nasdaq_100,0.0
2024-12-16,hero_moto_corps,23.85
2024-12-16,icici_pru_liquid_fund,542.73
2024-12-16,sgb,0.0
2024-12-16,reit,0.62
2024-12-16,snp_500,0.0
2025-01-15,mahindra_and_mahindra,2.36
2025-01-15,axis_liquid_fund,1720.68
2025-01-15,sgb,0.0
2025-01-15,reit,0.18
2025-01-15,nasdaq_100,0.0
2025-02-14,bharti_airtel,15.89
2025-02-14,axis_liquid_fund,365.84
2025-02-14,physical_gold,0.0
2025-02-14,reit,1.32
2025-02-14,snp_500,0.0
2025-03-16,bajaj_finserv,18.64
2025-03-16,hdfc_liquid_fund,527.64
2025-03-16,physical_gold,0.0
2025-03-16,reit,0.33
