date,tata_steel,reliance_industries,adani_enterprises,asian_paints,bharti_airtel,bajaj_finserv,hdfc_bank,infosys,itc,hero_moto_corps,mahindra_and_mahindra,nippon_india_smallcap_fund,parag_parikh_flexi_cap_fund,hdfc_liquid_fund,sbi_liquid_fund,axis_liquid_fund,icici_pru_liquid_fund,snp_500,nasdaq_100,bitcoin,ethereum,physical_gold,sgb,reit
2022-02-10,832.07,1640.96,1077.76,2615.13,395.0,967.89,1699.87,1568.84,204.98,2682.25,828.19,64.9,61.76,93.46,97.92,97.0,96.28,3993.31,13039.29,3988334.32,248300.58,50496.24,4456.19,308.35
2022-02-11,798.14,1598.83,1127.21,2654.69,401.83,967.94,1764.08,1500.69,192.12,2770.37,845.3,66.68,60.26,93.47,97.33,96.28,97.87,4187.47,12430.47,3660345.35,245038.09,49991.11,4415.57,307.16
2022-02-12,814.09,1609.98,1140.96,2794.03,395.54,984.51,1732.88,1500.22,193.68,2828.01,841.84,65.4,62.28,93.98,96.27,96.32,96.26,4186.8,12025.94,3637395.23,250384.47,49996.27,4481.69,313.26
2022-02-13,804.82,1655.25,1150.71,2697.61,382.75,1007.04,1714.45,1530.64,195.33,2956.46,858.08,64.9,62.69,93.2,95.87,96.59,95.13,4190.56,11998.79,3359931.43,251111.37,50840.79,4363.87,311.51
2022-02-14,807.18,1620.04,1239.88,2752.16,377.88,969.36,1687.81,1556.16,190.45,2894.71,867.19,62.88,62.27,93.41,94.36,99.07,95.06,4109.17,12000.77,3048921.75,242265.97,51341.98,4539.59,310.74
2022-02-15,844.68,1648.18,1191.66,2828.05,394.38,1004.76,1624.41,1532.64,176.06,2896.74,867.1,60.92,63.97,93.91,94.63,98.78,94.18,4148.43,11768.55,2888775.23,241263.51,51502.94,4457.16,313.86
2022-02-16,893.27,1580.95,1214.0,2922.5,398.84,1002.68,1673.01,1539.74,180.0,2893.68,857.65,62.64,64.63,93.78,94.83,98.51,94.29,4140.23,11243.27,3088056.79,243191.46,51674.39,4249.39,308.11
2022-02-17,892.85,1594.34,1171.97,2865.6,395.85,965.12,1777.21,1602.18,175.4,2930.14,876.31,62.29,64.57,92.87,96.96,97.62,94.02,3968.45,11397.71,3368481.74,256177.72,52184.76,4231.16,309.11
2022-02-18,902.89,1621.18,1189.03,2824.13,388.42,956.48,1818.73,1547.4,172.08,2799.11,835.56,62.7,64.13,92.42,96.66,99.49,93.47,3900.47,11094.36,3258567.08,252507.19,52315.72,4135.08,313.27
2022-02-19,919.0,1623.24,1216.5,2775.46,397.09,950.57,1751.12,1534.74,167.75,2688.84,811.65,60.34,64.59,91.59,96.6,100.28,92.34,3929.34,10681.67,3335187.91,243731.07,53375.88,4060.36,317.26
2022-02-20,924.37,1651.86,1254.72,2829.92,380.26,969.79,1809.69,1571.44,158.16,2698.0,812.18,60.63,65.03,90.67,96.71,100.63,92.72,3907.82,10559.42,3454203.66,239337.08,53417.39,4127.4,306.07
2022-02-21,927.51,1637.65,1216.87,2806.92,376.2,973.05,1860.24,1590.23,157.44,2858.63,807.24,61.92,67.34,91.25,97.43,100.41,93.08,3997.21,10240.91,3595990.54,237095.48,52457.04,4124.76,307.87
2022-02-22,938.51,1611.87,1221.35,2655.34,384.59,1004.88,1776.92,1528.46,164.34,2779.19,799.71,62.82,66.35,90.65,97.45,100.09,93.33,4094.09,10503.34,3429014.07,225713.85,51874.11,3984.07,303.65
2022-02-23,987.25,1563.4,1183.2,2596.27,377.19,947.44,1725.67,1523.1,168.99,2784.87,801.27,60.27,69.35,91.61,96.79,100.41,95.14,4050.62,10742.65,3246320.89,219217.49,52060.17,4101.43,301.62
2022-02-24,1019.99,1601.53,1150.98,2656.91,399.14,998.22,1659.02,1488.88,168.07,2832.4,845.39,61.59,68.22,91.74,96.72,101.82,93.27,4028.83,10658.62,3138276.04,214551.31,51588.66,4140.91,303.34
2022-02-25,1008.78,1563.48,1150.99,2753.61,391.78,981.85,1639.73,1524.17,163.47,2897.7,856.84,62.88,68.87,91.77,96.55,100.48,93.45,3988.69,10600.02,2929584.17,201588.79,51734.03,4147.06,300.59
2022-02-26,1005.28,1551.68,1174.34,2775.27,398.5,1031.11,1656.69,1524.32,165.97,2892.24,861.67,68.73,70.18,91.72,96.51,99.37,91.73,3975.91,11000.3,2862629.63,209303.37,51738.6,4092.47,294.46
2022-02-27,1039.88,1590.67,1187.21,2871.97,400.9,1030.27,1676.83,1603.19,174.82,3098.41,844.09,70.33,69.62,92.8,94.7,100.63,92.98,4002.14,10918.08,3656023.77,217609.29,50709.1,4175.79,301.31
2022-02-28,999.72,1618.43,1155.8,2967.02,397.54,990.11,1684.5,1582.17,182.25,3115.33,827.05,68.66,68.87,92.01,92.9,100.55,93.1,3857.26,11042.11,2766974.02,204541.76,51323.85,4303.82,307.7
2022-03-01,983.43,1608.84,1131.1,2979.34,398.46,985.35,1650.43,1550.95,181.41,3055.6,843.42,66.3,69.3,93.72,93.41,99.99,93.88,3706.98,10531.27,2918213.02,216935.17,50130.19,4292.52,305.35
2022-03-02,999.32,1589.34,1127.36,2974.18,394.44,1026.28,1604.68,1574.6,181.17,3205.03,822.34,65.34,69.2,94.08,94.88,99.43,94.0,3753.13,10836.36,3172561.58,216266.16,50994.84,4333.31,304.54
2022-03-03,967.14,1572.43,1129.37,2935.35,385.89,1028.85,1598.37,1604.88,188.66,3146.27,812.73,65.21,70.17,93.48,96.07,99.01,92.96,3808.36,10743.92,3024671.04,211859.69,50761.85,4316.09,309.89
2022-03-04,919.17,1572.64,1158.21,2880.71,397.02,987.45,1569.37,1611.77,184.67,3131.96,807.59,64.06,73.15,92.96,95.6,100.1,93.17,3908.78,11458.02,3155743.74,213650.48,51206.43,4406.46,316.67
2022-03-05,883.26,1558.33,1127.8,3064.54,391.5,958.32,1539.76,1614.55,175.02,3121.39,798.14,65.55,78.77,91.21,96.2,100.41,93.36,3838.28,11196.76,2979958.14,209439.74,51206.36,4354.62,311.54
2022-03-06,885.78,1553.17,1156.41,3194.71,399.88,912.07,1493.21,1609.65,175.77,3149.56,805.48,69.25,77.01,92.35,97.17,102.64,93.97,3914.62,11113.23,3041783.82,203186.26,50115.28,4239.03,309.37
2022-03-07,929.38,1524.28,1111.09,3386.45,399.82,934.75,1471.61,1722.74,167.05,3275.41,801.42,68.03,74.95,91.11,96.71,103.17,93.52,3957.35,10876.67,2873755.6,199574.74,50776.1,4389.2,309.2
2022-03-08,915.67,1524.27,1134.6,3351.28,410.62,943.76,1481.63,1671.49,172.85,3337.5,786.65,68.89,77.23,90.18,95.84,104.32,95.1,4026.11,11122.08,3003285.45,182567.72,50780.87,4388.47,313.37
2022-03-09,882.46,1467.96,1174.37,3215.66,403.66,932.55,1507.16,1701.37,170.93,3299.6,796.84,68.25,78.44,90.02,95.24,103.24,95.77,4063.7,11263.58,3293226.18,175783.38,51395.98,4384.05,316.69
2022-03-10,889.35,1550.45,1181.62,3219.04,411.05,927.77,1512.98,1734.34,164.22,3162.23,793.61,70.74,77.09,89.78,94.47,104.51,94.74,4067.17,11620.82,3256210.08,182943.31,51388.29,4318.14,327.02
2022-03-11,879.46,1459.0,1216.66,3144.04,405.07,888.54,1549.87,1706.26,165.16,3162.63,813.28,73.93,79.81,88.97,93.38,106.23,94.52,4061.03,11970.49,3521392.14,172029.77,50000.09,4304.11,319.17
2022-03-12,905.98,1939.88,1272.32,3143.42,394.73,915.71,1573.77,1742.73,161.19,3092.36,787.65,71.29,77.25,90.44,93.24,106.41,96.69,4064.33,11247.29,3269182.72,172916.86,49779.79,4453.82,323.25
2022-03-13,915.75,1471.93,1240.45,3065.55,405.49,913.79,1503.96,1676.06,165.24,2963.78,797.59,69.6,74.06,91.03,92.3,107.25,97.98,4107.79,11423.23,3373271.53,187053.23,49510.98,4553.21,322.55
2022-03-14,923.1,1448.17,1189.3,3123.83,403.36,930.3,1580.73,1678.3,163.81,3007.21,819.34,69.87,71.79,89.57,92.61,105.39,97.98,4076.69,10957.04,3350239.29,264711.28,49900.04,4587.96,322.98
2022-03-15,921.1,1428.04,1209.03,3026.0,424.44,896.34,1654.01,1712.07,163.4,3098.91,832.3,66.06,72.96,89.35,92.67,104.35,98.08,3974.01,10493.29,3327274.74,190142.75,49555.82,4506.79,323.69
2022-03-16,936.08,1421.4,1251.81,3039.34,430.27,911.12,1626.39,1774.47,158.59,3231.47,828.62,65.12,70.46,90.54,95.11,105.68,100.61,4041.15,10364.23,3364363.18,188250.45,49984.1,4355.32,392.31
2022-03-17,950.52,1470.69,1234.53,2963.71,429.41,925.62,1621.35,1921.24,160.47,3339.66,796.65,66.75,72.3,91.05,95.97,105.85,100.5,4111.27,10690.95,3136567.35,190170.69,50312.15,4303.0,329.26
2022-03-18,958.61,1501.03,1191.88,2976.81,436.55,908.75,1581.1,1935.13,163.26,3159.47,790.42,68.78,71.33,91.4,96.52,107.78,102.64,4032.58,11072.41,3148876.04,191946.28,50298.49,4289.09,334.08
2022-03-19,979.06,1494.15,1210.41,2893.7,447.97,899.53,1597.96,1937.73,157.77,3122.95,778.1,71.14,71.06,91.15,97.93,108.53,102.37,4131.02,10805.61,3223816.99,203753.44,52706.38,4246.91,327.87
2022-03-20,971.91,1464.32,1208.35,2928.36,450.94,892.86,1604.66,1933.78,147.66,3111.41,783.54,71.64,72.78,91.59,98.11,107.47,104.12,4156.71,11171.9,3126483.73,198409.26,53869.71,4148.19,331.06
2022-03-21,971.6,1411.44,1261.35,2771.26,458.54,861.09,1548.81,1902.17,150.71,3084.92,788.26,71.2,73.16,91.06,99.49,107.36,106.02,4160.12,11379.3,2929362.77,203105.69,54559.07,4138.55,334.43
2022-03-22,968.5,1420.28,1309.16,2789.44,422.1,857.31,1598.07,1888.93,150.57,2983.5,785.74,72.6,71.94,90.25,98.66,106.21,105.62,4128.61,11510.85,2899692.51,201941.3,53980.84,4358.74,336.14
2022-03-23,932.79,1409.91,1255.79,2736.92,413.13,842.0,1576.86,1863.48,148.8,3095.51,796.79,72.04,72.23,90.33,98.16,105.38,104.03,4379.37,11202.09,2999343.15,196300.92,53101.1,4338.82,329.97
2022-03-24,970.95,1434.74,1262.61,2857.48,403.51,865.15,1611.57,1853.94,150.56,3065.98,797.87,73.62,70.74,90.63,98.15,104.45,103.44,4714.66,11723.35,3224220.37,184847.71,52047.99,4357.94,328.93
2022-03-25,962.23,1411.77,1284.23,2894.54,393.63,915.89,1543.29,1925.27,153.93,3083.79,803.04,71.98,73.65,89.7,99.37,104.97,102.3,4646.52,12217.05,3100418.39,165386.41,52526.13,4404.48,332.98
2022-03-26,942.39,1401.32,1290.76,2990.5,417.6,940.85,1582.13,1917.95,152.9,3132.32,806.66,75.95,75.1,89.44,97.9,104.49,102.91,4993.35,12232.97,3135660.54,157871.69,53120.91,4343.47,325.62
2022-03-27,949.87,1449.55,1339.71,3044.02,412.82,939.97,1561.96,1988.88,148.66,3131.22,751.93,72.22,77.61,90.29,97.45,104.66,103.49,5393.21,12138.08,2883945.25,152931.49,54546.94,4385.91,332.51
2022-03-28,953.8,1423.7,1403.44,3106.68,408.09,884.02,1564.46,1936.06,148.9,3102.68,759.66,73.96,78.54,91.22,98.62,104.0,103.49,5606.34,11670.6,2944741.19,153000.42,54444.29,4354.75,327.38
2022-03-29,979.39,1389.58,1365.65,3062.84,411.17,856.79,1605.62,1925.66,148.86,3143.04,736.4,72.39,79.19,90.85,97.07,102.5,103.37,5794.45,11327.86,2861154.57,161433.85,55667.44,4399.63,320.74
2022-03-30,967.44,1376.21,1383.56,3052.8,409.5,880.58,1628.02,1893.36,149.52,3177.55,761.61,74.27,83.2,91.44,96.95,102.88,104.35,5862.63,10878.86,2992754.92,168015.75,56540.85,4563.62,318.95
2022-03-31,980.01,1363.18,1347.63,2929.35,414.29,899.65,1628.61,1950.73,150.09,3247.31,735.4,73.38,86.19,90.43,97.35,102.57,103.84,5554.57,10600.73,2919419.1,168552.37,56615.34,4536.23,313.79
2022-04-01,1016.14,1404.43,1332.09,2957.81,444.48,932.93,1512.17,1879.31,153.65,3405.82,713.36,71.54,86.34,90.75,96.97,101.59,104.39,6085.14,10634.83,2671752.71,164675.86,57792.69,4396.41,315.18
2022-04-02,1089.66,1453.25,1343.72,3088.27,431.56,924.64,1436.53,1890.79,158.35,3331.11,722.51,72.36,87.0,89.72,95.72,102.26,104.43,6068.97,10530.8,2516652.45,171459.8,58256.9,4331.09,318.02
2022-04-03,1116.69,1453.9,1236.12,3190.14,434.91,943.69,1434.95,1845.68,164.71,3316.89,725.21,74.59,84.86,89.74,98.69,103.01,104.57,6161.64,10474.71,2556813.65,162007.88,58937.62,4222.86,317.34
2022-04-04,1136.62,1397.53,1232.63,3279.58,448.86,901.64,1382.84,1882.75,168.67,3247.8,755.41,73.76,87.13,89.91,98.37,102.05,105.68,5863.24,10315.87,2604127.18,165924.88,58664.43,4191.14,321.83
2022-04-05,1105.39,1407.26,1211.23,3290.78,444.73,944.69,1388.35,1857.31,169.01,3190.88,753.84,73.26,89.5,90.76,97.68,101.98,104.98,5808.47,10085.23,2551530.67,166749.89,58372.21,4096.81,324.73
2022-04-06,1127.66,1421.02,1210.86,3284.67,449.44,944.08,1374.67,1885.78,178.95,3319.05,754.63,72.41,89.5,90.56,96.57,103.0,105.83,7807.29,9971.56,2499204.76,161882.2,56813.05,4152.26,328.64
2022-04-07,1147.98,1485.62,1184.6,3492.96,421.54,895.01,1378.19,1842.62,176.75,3289.96,744.8,75.05,89.8,90.26,97.48,104.12,106.48,6443.76,9429.96,2569733.42,161587.28,55526.37,4202.46,326.06
2022-04-08,1179.39,1480.21,1172.43,3402.66,438.72,880.07,1377.58,1926.35,167.88,3241.91,781.01,78.59,84.27,92.54,96.84,103.55,107.18,6548.14,9415.12,2538442.17,163487.3,56141.31,4247.14,328.29
2022-04-09,1154.4,1465.36,1156.73,3326.98,426.93,872.85,1395.39,1801.06,166.17,3305.6,774.11,78.35,85.8,92.04,96.38,104.1,106.38,6524.2,9799.51,2469635.33,163541.51,56681.61,4407.49,327.75
2022-04-10,1166.63,1377.93,1183.96,3377.7,426.7,894.3,1419.94,1759.76,168.87,3315.44,790.85,82.44,85.79,91.85,98.46,104.77,106.63,6379.24,9257.39,2628209.6,162746.4,55945.54,4367.88,322.43
2022-04-11,1165.09,1336.57,1205.52,3350.36,399.47,890.52,1369.14,1774.96,159.87,3291.57,844.86,82.69,84.51,90.83,98.24,105.46,106.01,6220.56,9140.07,2470216.5,165467.76,55991.23,4466.62,325.25
2022-04-12,1188.29,1430.0,1165.16,3250.71,397.01,896.68,1330.51,1759.21,166.82,3323.96,848.56,80.19,82.8,91.52,97.79,105.2,107.29,6611.74,9237.74,2451497.3,169294.59,56937.42,4571.19,321.21
2022-04-13,1177.98,1427.7,1176.56,3229.64,398.69,899.47,1368.75,1795.51,167.62,3330.09,820.33,79.43,85.03,92.38,97.23,104.48,108.52,6911.87,9323.9,2445263.58,176823.76,56971.34,4537.59,320.33
2022-04-14,1177.99,1411.81,1145.15,3226.34,397.42,913.94,1406.4,1800.63,167.02,3477.05,837.35,82.15,86.1,92.71,97.43,102.89,107.58,7010.82,9374.18,2286943.88,161701.85,56189.92,4613.07,325.28
2022-04-15,1133.33,1424.45,1142.54,3260.46,400.81,958.38,1393.09,1738.84,167.28,3420.12,841.39,81.97,86.98,93.74,97.38,103.48,105.99,7124.53,9202.17,2212720.56,162556.3,57409.61,4680.88,332.71
2022-04-16,1085.46,1404.78,1124.31,3227.98,391.93,918.84,1401.29,1692.67,160.53,3231.89,829.34,82.85,87.62,92.89,97.14,103.74,103.86,7244.25,9262.65,2388562.02,159732.8,56767.15,4674.6,336.49
2022-04-17,1061.7,1374.47,1143.04,3258.23,386.54,904.99,1485.41,1759.41,159.01,3076.38,833.96,80.81,89.86,93.03,96.0,102.26,103.27,7350.2,8913.92,2449612.97,175250.79,55788.06,4654.94,335.74
2022-04-18,1068.82,1312.55,1204.15,3161.05,389.54,876.88,1485.85,1747.65,160.97,3033.45,810.93,79.17,90.97,92.24,98.25,102.87,102.95,7692.02,8892.84,2477782.27,177022.53,58661.06,4711.52,335.32
2022-04-19,1043.56,1363.68,1185.86,3169.26,377.91,834.87,1514.23,1801.31,160.1,3063.94,794.86,79.07,93.39,90.79,97.23,103.81,103.66,7826.72,8777.49,2347111.4,182689.19,57369.76,4938.48,338.16
2022-04-20,1017.45,1374.46,1119.57,3286.57,403.81,855.08,1520.75,1804.35,159.33,3145.38,800.16,80.14,92.68,90.56,98.73,104.39,102.9,8143.35,8722.89,2325513.85,189007.33,59517.95,4864.7,343.24
2022-04-21,994.85,1360.78,1126.26,3216.12,409.71,840.56,1503.53,1766.35,161.35,3158.82,732.81,80.42,90.54,89.02,99.29,104.18,103.36,7849.79,8706.27,2285310.8,188580.27,60482.11,4749.71,332.49
2022-04-22,963.97,1430.43,1128.89,3264.18,428.48,836.75,1584.12,1865.9,155.68,3254.62,718.04,79.38,90.04,89.35,99.36,104.58,103.39,7925.33,7999.56,2206454.53,207880.89,60601.36,4776.55,331.2
2022-04-23,1022.79,1421.03,1139.86,3364.07,425.29,864.83,1546.29,1865.99,160.6,3224.47,728.53,81.95,88.69,87.69,98.46,104.59,104.12,7875.83,8256.38,2045336.45,218664.18,58623.15,4702.12,328.71
2022-04-24,1003.75,1388.63,1156.87,3312.03,438.57,858.09,1524.83,1875.43,159.44,3347.09,710.17,81.07,85.88,88.32,98.92,103.61,105.77,8133.16,8171.58,2182053.94,206478.31,57986.09,4647.87,323.81
2022-04-25,1000.66,1407.87,1211.27,3472.47,433.86,840.98,1507.4,1784.62,164.29,3494.62,709.36,79.66,86.33,88.18,98.1,102.44,105.73,8126.91,7788.75,2177650.82,200824.84,58034.35,4677.11,320.48
2022-04-26,984.53,1401.75,1255.35,3356.54,451.1,833.27,1502.14,1815.63,161.47,3542.62,718.09,80.45,89.28,88.17,98.25,103.79,106.22,7993.57,7838.09,2361264.3,202852.45,58211.04,4718.65,324.19
