date,asset_id,quantity
2023-01-17,reliance_industries,17.6
2023-01-17,icici_pru_liquid_fund,185.45
2023-01-17,sgb,1.13
2023-01-17,reit,131.8
2023-01-17,snp_500,1.91
2023-02-11,reliance_industries,18.04
2023-02-11,sbi_liquid_fund,122.07
2023-02-11,physical_gold,0.2
2023-02-11,reit,124.66
2023-02-11,nasdaq_100,0.79
2023-03-16,hero_moto_corps,25.85
2023-03-16,sbi_liquid_fund,129.9
2023-03-16,physical_gold,0.24
2023-03-16,reit,137.48
2023-03-16,nasdaq_100,1.01
2023-03-20,hdfc_bank,33.78
2023-03-20,hdfc_liquid_fund,352.85
2023-03-20,physical_gold,0.38
2023-03-20,reit,219.12
2023-03-20,snp_500,3.07
2023-04-19,itc,138.2
2023-04-19,hdfc_liquid_fund,242.2
2023-04-19,sgb,1.19
2023-04-19,reit,137.37
2023-04-19,snp_500,2.11
2023-05-14,asian_paints,29.61
2023-05-14,icici_pru_liquid_fund,239.31
2023-05-14,sgb,1.26
2023-05-14,reit,145.87
2023-05-14,nasdaq_100,0.84
2023-06-10,hdfc_bank,16.5
2023-06-10,sbi_liquid_fund,138.06
2023-06-10,physical_gold,0.24
2023-06-10,reit,145.18
2023-06-10,nasdaq_100,0.67
2023-07-06,mahindra_and_mahindra,31.29
2023-07-06,axis_liquid_fund,173.35
2023-07-06,physical_gold,0.28
2023-07-06,reit,162.03
2023-07-06,nasdaq_100,0.64
2023-08-06,bajaj_finserv,59.13
2023-08-06,icici_pru_liquid_fund,287.59
2023-08-06,physical_gold,0.31
2023-08-06,reit,156.16
2023-08-06,snp_500,2.74
2023-09-04,reliance_industries,20.4
2023-09-04,icici_pru_liquid_fund,291.22
2023-09-04,sgb,1.5
2023-09-04,reit,157.79
2023-09-04,snp_500,3.05
2023-09-05,infosys,71.52
2023-09-05,icici_pru_liquid_fund,385.78
2023-09-05,sgb,1.98
2023-09-05,reit,214.67
2023-09-05,nasdaq_100,0.8
2023-10-06,reliance_industries,19.63
2023-10-06,sbi_liquid_fund,150.55
2023-10-06,physical_gold,0.43
2023-10-06,reit,166.63
2023-10-06,nasdaq_100,0.62
2023-11-10,parag_parikh_flexi_cap_fund,1930.84
2023-11-10,sbi_liquid_fund,179.46
2023-11-10,sgb,1.55
2023-11-10,reit,167.52
2023-11-10,nasdaq_100,0.58
2023-12-13,hero_moto_corps,19.12
2023-12-13,hdfc_liquid_fund,249.38
2023-12-13,physical_gold,0.51
2023-12-13,reit,170.62
2023-12-13,nasdaq_100,0.63
2024-01-16,infosys,99.79
2024-01-16,axis_liquid_fund,198.94
2024-01-16,sgb,2.01
2024-01-16,reit,171.8
2024-01-16,nasdaq_100,0.69
2024-03-13,tata_steel,63.01
2024-03-13,axis_liquid_fund,221.29
2024-03-13,sgb,2.0
2024-03-13,reit,170.93
2024-03-13,snp_500,4.7
2024-03-15,hero_moto_corps,20.16
2024-03-15,icici_pru_liquid_fund,205.54
2024-03-15,physical_gold,0.45
2024-03-15,reit,112.78
2024-03-15,nasdaq_100,0.55
2024-04-14,adani_enterprises,22.55
2024-04-14,hdfc_liquid_fund,312.96
2024-04-14,sgb,2.07
2024-04-14,reit,163.98
2024-04-14,nasdaq_100,0.91
2024-05-17,mahindra_and_mahindra,46.77
2024-05-17,hdfc_liquid_fund,300.53
2024-05-17,physical_gold,0.71
2024-05-17,reit,155.39
2024-05-17,snp_500,3.87
2024-06-10,bajaj_finserv,95.45
2024-06-10,hdfc_liquid_fund,287.01
2024-06-10,physical_gold,0.73
2024-06-10,reit,149.07
2024-06-10,snp_500,3.33
