date,tata_steel,reliance_industries,adani_enterprises,asian_paints,bharti_airtel,bajaj_finserv,hdfc_bank,infosys,itc,hero_moto_corps,mahindra_and_mahindra,nippon_india_smallcap_fund,parag_parikh_flexi_cap_fund,hdfc_liquid_fund,sbi_liquid_fund,axis_liquid_fund,icici_pru_liquid_fund,snp_500,nasdaq_100,bitcoin,ethereum,physical_gold,sgb,reit
2022-01-25,1010.82,2231.42,1432.2,2964.12,755.29,1197.26,1540.43,1607.39,164.36,2543.04,811.47,91.22,99.79,100.33,100.39,100.3,100.11,40677.11,27421.48,27421.48,27421.48,50516.03,47946.01,100.52
2022-01-26,997.96,2262.99,1466.73,3014.47,756.33,1115.72,1545.99,1664.94,159.69,2541.27,815.1,91.73,101.07,100.3,100.31,100.27,99.94,40730.11,27772.99,27772.99,27772.99,50916.49,47711.35,100.56
2022-01-27,989.44,2261.54,1447.17,2975.87,755.72,1102.47,1534.68,1754.17,160.0,2614.03,813.2,92.65,100.44,100.09,100.25,100.43,99.82,41507.07,27554.37,27554.37,27554.37,50903.87,47679.43,100.6
2022-01-28,956.31,2367.78,1467.48,2939.11,739.51,1131.39,1543.06,1765.02,161.46,2740.99,813.3,94.38,103.28,100.07,100.35,100.49,99.94,41998.25,28091.62,28091.62,28091.62,50407.22,47862.84,100.35
2022-01-29,934.62,2324.64,1441.18,2809.87,735.16,1111.97,1535.01,1828.13,156.71,2702.29,806.96,95.3,102.03,100.15,100.38,100.36,99.98,41030.14,27807.23,27807.23,27807.23,50516.7,47917.76,100.51
2022-01-30,929.15,2304.48,1519.5,2811.46,727.84,1106.56,1490.37,1850.36,154.4,2774.28,816.76,95.78,104.11,100.03,100.28,100.38,100.07,40863.38,27855.11,27855.11,27855.11,50220.1,47524.3,100.4
2022-01-31,925.82,2288.99,1514.14,2848.79,739.95,1127.17,1470.57,1853.79,154.4,2902.63,804.69,90.57,103.53,99.98,100.09,100.55,100.0,40000.22,28536.89,28536.89,28536.89,49804.49,47402.63,100.76
2022-02-01,918.92,2270.23,1506.88,2843.16,762.38,1134.54,1444.1,1868.95,154.74,2892.17,788.13,88.56,101.96,100.08,100.21,100.59,99.88,40038.83,27903.59,27903.59,27903.59,49706.81,47575.9,100.74
2022-02-02,901.3,2319.27,1502.98,2889.56,792.15,1140.11,1380.16,1830.52,157.77,2865.14,783.5,91.21,100.81,99.95,100.26,100.62,99.93,39726.5,27508.91,27508.91,27508.91,49872.9,47765.71,100.88
2022-02-03,907.77,2295.26,1536.78,2823.44,794.99,1166.47,1369.74,1755.76,153.25,2907.72,785.57,93.15,101.18,100.02,100.25,100.64,100.12,39446.74,27753.56,27753.56,27753.56,49931.41,47403.09,100.62
2022-02-04,877.88,2272.13,1534.65,2774.48,772.31,1165.19,1378.42,1721.89,151.38,2901.1,779.12,93.97,98.87,99.97,100.47,100.7,100.26,39077.64,27762.33,27762.33,27762.33,49957.44,47256.17,100.53
2022-02-05,859.74,2251.63,1497.88,2782.18,784.92,1184.95,1350.7,1701.99,152.32,2933.0,794.98,95.44,96.53,99.87,100.49,100.75,100.49,38986.48,27740.58,27740.58,27740.58,49795.45,46503.73,100.75
2022-02-06,863.73,2233.61,1487.15,2774.17,784.51,1176.45,1377.22,1718.67,147.72,2939.52,787.22,94.11,94.53,99.95,100.49,100.67,100.49,38722.51,27333.99,27333.99,27333.99,49877.87,46664.38,100.75
2022-02-07,847.65,2219.53,1487.56,2752.36,776.71,1162.93,1374.52,1676.68,145.01,2887.66,789.57,93.26,92.46,100.07,100.48,100.66,100.38,38778.85,27301.02,27301.02,27301.02,50182.74,46988.33,100.71
2022-02-08,845.02,2235.38,1465.24,2708.09,778.89,1156.03,1420.28,1686.89,139.14,2906.09,793.17,93.08,94.67,100.16,100.68,100.69,100.29,39035.56,27721.94,27721.94,27721.94,49913.09,46957.58,100.74
2022-02-09,871.36,2291.41,1443.9,2751.14,753.7,1191.25,1442.12,1691.59,138.33,2871.95,799.17,93.46,95.0,100.11,100.48,100.79,100.37,39648.43,27524.79,27524.79,27524.79,49880.94,46976.5,100.62
2022-02-10,905.01,2297.03,1451.63,2728.92,737.62,1167.0,1415.24,1667.76,134.38,2941.88,817.99,95.75,94.44,99.91,100.46,100.94,100.41,39700.74,27913.98,27913.98,27913.98,50061.87,47206.87,100.31
2022-02-11,899.43,2330.27,1484.44,2731.46,749.99,1157.49,1422.69,1660.05,128.68,2978.19,828.99,94.66,98.03,99.83,100.57,101.04,100.58,38946.4,28128.59,28128.59,28128.59,50303.89,47598.36,100.78
2022-02-12,891.3,2326.55,1494.24,2700.4,726.85,1153.54,1407.74,1635.12,125.98,2999.36,815.37,96.15,98.33,99.87,100.61,100.83,100.63,39764.13,28529.99,28529.99,28529.99,50614.54,47866.43,100.87
2022-02-13,879.74,2315.74,1501.96,2661.73,695.24,1145.95,1396.17,1646.07,128.37,2959.21,811.18,93.44,97.7,99.91,100.42,100.78,100.47,39715.62,28694.31,28694.31,28694.31,50813.95,48026.41,101.01
2022-02-14,891.28,2328.4,1536.94,2658.34,695.37,1179.48,1409.97,1626.11,124.68,2941.63,830.19,93.89,98.83,99.89,100.43,100.82,100.46,40236.57,28948.46,26284.03,26284.03,50461.56,47886.57,101.0
2022-02-15,881.49,2408.96,1596.91,2690.92,710.8,1207.02,1398.07,1665.2,124.97,2887.36,803.0,94.82,99.12,99.86,100.49,100.88,100.43,39619.6,28768.39,26120.53,26120.53,50386.59,48346.45,101.08
2022-02-16,890.97,2465.14,1578.0,2691.55,714.07,1209.69,1414.39,1704.06,121.97,2938.79,822.68,97.18,97.5,99.89,100.63,100.88,100.49,39560.72,28939.64,26276.01,26276.01,50332.55,48536.31,100.78
2022-02-17,897.0,2542.42,1603.91,2807.39,718.4,1247.97,1483.42,1666.6,122.75,2951.38,815.01,98.29,96.94,100.0,100.62,100.8,100.59,39629.05,29474.99,25335.09,25335.09,50361.76,48298.77,100.58
2022-02-18,943.13,2647.44,1623.25,2847.89,713.0,1241.04,1491.17,1652.32,119.08,2969.62,826.97,97.39,97.6,100.11,100.61,100.77,100.74,39488.66,29509.56,25364.81,25364.81,49789.31,48387.09,100.89
2022-02-19,929.2,2671.41,1600.06,2872.22,708.85,1204.94,1542.5,1614.15,119.4,3033.48,833.88,94.41,100.53,100.13,100.77,100.95,100.81,39904.95,29381.93,25255.1,25255.1,49800.5,48299.75,100.83
2022-02-20,925.26,2773.61,1596.03,2782.45,693.26,1268.89,1554.12,1546.7,121.24,3138.03,821.07,92.55,100.2,100.07,100.51,101.0,100.76,38747.26,29406.32,25276.07,25276.07,49926.25,48247.6,100.86
2022-02-21,941.23,2755.2,1631.29,2714.16,690.17,1265.06,1553.01,1529.21,122.68,3104.45,818.15,91.44,104.23,100.07,100.33,101.08,100.79,38596.35,29379.93,25253.38,25253.38,49651.23,48128.96,100.79
2022-02-22,892.15,2750.76,1594.27,2728.59,675.15,1227.38,1549.61,1569.62,119.96,3152.27,770.6,92.22,103.27,100.06,100.37,101.01,100.66,38230.99,29937.14,25732.33,25732.33,49900.09,48344.54,100.99
2022-02-23,927.07,2735.89,1674.16,2636.84,671.07,1219.84,1531.1,1668.91,121.92,3178.5,767.1,91.91,106.02,100.08,100.21,101.02,100.78,38591.82,29182.19,25083.42,25083.42,49766.25,48329.84,100.73
2022-02-24,932.19,2861.76,1684.26,2619.25,669.86,1238.82,1498.99,1691.94,117.59,3108.17,778.73,92.23,107.73,100.09,100.3,101.03,100.86,38574.75,29556.14,25404.85,25404.85,49878.59,48226.14,100.71
2022-02-25,933.45,2954.58,1655.45,2560.86,670.9,1241.39,1490.13,1707.38,114.8,3027.91,782.42,91.81,107.6,100.02,100.45,101.1,100.98,38094.68,28964.44,24896.25,24896.25,49816.49,48194.58,100.69
2022-02-26,941.37,2922.42,1652.45,2533.24,680.09,1258.23,1508.35,1747.5,112.99,3055.19,801.09,94.03,111.38,100.17,100.28,101.07,100.84,38036.84,28760.45,24720.91,24720.91,50381.89,48172.82,100.8
2022-02-27,951.52,2937.32,1679.53,2546.12,691.12,1169.52,1514.51,1829.08,116.22,3142.66,803.48,93.12,111.21,100.15,100.2,100.98,100.79,37794.86,28893.34,24835.14,24835.14,50415.22,48273.24,100.58
2022-02-28,953.71,3002.46,1725.73,2635.75,687.22,1161.59,1566.66,1828.27,115.25,3175.64,793.76,91.94,111.08,100.19,100.1,101.03,100.91,38041.25,28657.16,24632.13,24632.13,51140.43,48416.13,100.64
2022-03-01,962.07,3051.09,1690.34,2650.97,682.44,1165.48,1522.63,1852.94,114.23,3144.54,783.8,94.06,115.57,100.23,100.06,101.18,100.9,38633.37,28914.08,24852.97,24852.97,51216.02,48462.62,100.55
2022-03-02,981.48,3173.52,1665.6,2630.45,686.42,1132.36,1501.47,1837.55,115.44,3191.05,788.29,93.88,115.19,100.22,99.97,101.28,100.85,39312.44,29355.65,25232.52,25232.52,51233.87,48244.39,100.57
2022-03-03,965.85,3172.5,1698.28,2709.82,671.1,1136.04,1526.28,1884.3,112.05,3286.03,806.86,93.62,114.53,100.24,99.88,101.19,100.92,39400.42,28772.73,24731.47,24731.47,51282.79,48128.1,100.63
2022-03-04,971.89,3120.05,1697.2,2704.57,655.09,1113.86,1557.7,1884.2,108.72,3377.86,796.33,93.38,114.31,100.25,99.92,101.25,100.77,40189.69,28516.39,24511.13,24511.13,51102.01,48638.9,100.8
2022-03-05,983.52,3069.64,1655.9,2733.09,640.18,1106.01,1586.79,1837.39,110.76,3421.41,782.14,93.41,116.33,100.13,99.92,101.25,100.77,40474.42,29340.15,25219.19,25219.19,51596.56,48288.05,100.89
2022-03-06,1020.08,2996.25,1643.08,2827.63,643.11,1121.07,1582.63,1848.47,109.89,3309.04,791.11,93.53,118.45,100.32,99.99,101.44,100.66,40654.8,29654.32,25489.23,25489.23,51734.59,48329.82,101.12
2022-03-07,1032.87,2986.82,1692.62,2871.3,635.18,1137.49,1574.5,1833.89,109.36,3409.16,773.26,93.3,119.84,100.34,99.94,101.31,100.69,40734.22,29077.3,24993.26,24993.26,51970.36,48208.09,101.11
2022-03-08,1020.35,2901.19,1699.25,2866.54,620.29,1171.38,1575.14,1839.78,113.83,3391.82,767.47,92.73,118.71,100.48,99.93,101.3,100.77,40975.1,28663.99,24638.0,24638.0,52024.88,48012.08,101.29
2022-03-09,1019.9,2837.65,1651.23,2868.9,614.26,1134.28,1557.5,1772.58,111.95,3424.02,764.44,92.56,119.6,100.51,100.0,101.26,100.93,41616.72,28342.2,24361.41,24361.41,52016.89,47878.41,101.47
2022-03-10,1020.97,2851.15,1662.43,2888.54,610.66,1167.41,1606.68,1741.41,113.34,3414.91,777.28,96.37,122.03,100.45,100.18,101.26,100.74,41443.97,28087.47,24142.45,24142.45,52290.48,48149.89,101.51
2022-03-11,1037.15,2778.82,1726.5,2866.32,574.86,1135.33,1605.67,1745.1,112.99,3416.2,750.87,95.41,120.61,100.51,100.15,101.07,100.73,40972.25,27778.39,23876.79,23876.79,51832.4,47848.61,101.94
2022-03-12,1073.24,2668.7,1738.89,2817.03,582.84,1127.94,1627.53,1714.57,112.69,3505.94,757.36,91.85,120.85,100.38,100.18,101.08,100.74,40695.48,27774.77,23873.68,23873.68,52033.14,47977.89,101.81
2022-03-13,1082.13,2694.03,1655.77,2923.95,582.2,1098.94,1669.27,1754.97,114.85,3517.63,792.64,92.6,121.05,100.4,100.21,101.09,100.62,41606.01,27280.15,23448.53,23448.53,52031.31,48284.18,101.53
2022-03-14,1076.69,2654.58,1714.81,2928.2,619.64,1060.14,1727.55,1749.15,118.51,3722.94,828.55,94.67,117.54,100.36,100.27,100.92,100.53,43067.56,28171.16,24214.39,24214.39,51838.25,48570.43,101.57
2022-03-15,1112.76,2637.29,1709.87,2881.41,613.18,1032.37,1733.24,1734.11,118.91,3701.51,837.97,93.31,115.48,100.46,100.16,100.9,100.54,41678.57,28775.52,24733.87,24733.87,51521.36,48466.39,101.78
2022-03-16,1108.15,2639.24,1726.44,2962.91,611.27,1028.39,1817.61,1827.93,118.03,3633.64,857.58,94.5,116.68,100.53,100.24,100.79,100.55,40867.86,29104.05,25016.25,25016.25,51558.49,48378.04,101.71
2022-03-17,1095.21,2615.96,1746.14,2917.55,625.63,1057.06,1786.9,1902.04,115.81,3703.5,870.08,92.35,117.21,100.41,100.24,100.7,100.47,40657.7,29291.59,25177.45,25177.45,51924.09,48202.15,101.73
2022-03-18,1094.54,2602.18,1745.91,2948.04,636.44,1086.1,1811.73,1909.86,113.47,3715.29,871.49,91.28,119.41,100.39,100.32,100.68,100.39,41612.1,29259.56,25149.92,25149.92,51398.81,48322.1,101.41
2022-03-19,1146.61,2700.93,1781.85,2961.2,629.74,1083.23,1795.35,1924.02,112.31,3746.42,867.15,90.65,118.01,100.29,100.21,100.78,100.54,42154.99,29091.19,25005.2,25005.2,51245.84,48218.57,101.35
2022-03-20,1144.68,2686.77,1739.25,2997.04,621.47,1099.39,1810.78,1890.8,112.25,3680.66,880.19,91.2,118.49,100.29,100.22,100.75,100.46,42499.59,29286.94,25173.45,25173.45,51124.04,48501.15,101.4
2022-03-21,1187.11,2628.29,1747.03,2992.82,633.26,1088.14,1810.89,1903.54,111.28,3580.34,851.53,91.16,120.71,100.28,100.38,100.64,100.43,42270.19,30388.96,26120.69,26120.69,51219.26,48742.52,101.33
2022-03-22,1220.04,2664.18,1711.62,2981.65,643.57,1048.93,1854.85,1911.05,112.02,3598.44,893.62,92.33,120.83,100.36,100.36,100.47,100.44,42582.3,30272.95,26020.98,26020.98,51535.17,49164.48,101.33
2022-03-23,1236.27,2636.32,1671.2,2874.23,650.67,1047.24,1863.23,1871.94,109.29,3755.37,904.72,91.38,124.75,100.48,100.43,100.41,100.48,42246.56,30711.53,26397.95,26397.95,51517.88,48926.5,101.51
2022-03-24,1188.31,2604.43,1595.49,2910.92,665.38,1056.5,1838.11,1825.62,109.47,3841.54,895.5,94.34,120.44,100.53,100.51,100.46,100.67,41939.96,31275.54,26882.75,26882.75,51245.5,48589.29,101.5
2022-03-25,1149.87,2567.23,1551.89,2886.12,661.93,1072.36,1847.76,1831.71,107.83,3859.04,872.51,91.55,120.57,100.82,100.58,100.29,100.71,42468.26,31469.59,27049.54,27049.54,50955.83,48821.72,101.72
2022-03-26,1138.67,2550.33,1546.57,2881.27,645.22,1062.82,1810.87,1839.83,106.66,3829.37,840.93,91.62,122.92,100.85,100.63,100.25,100.63,42253.52,31422.14,27008.76,27008.76,51145.84,48930.67,101.62
2022-03-27,1143.42,2559.6,1579.08,2863.66,628.49,1081.73,1827.78,1831.49,111.52,3926.45,843.1,93.26,121.93,100.85,100.57,100.18,100.71,41807.73,31221.2,26836.04,26836.04,51146.01,48838.41,101.49
2022-03-28,1143.41,2519.77,1639.43,2869.18,630.43,1087.46,1823.21,1843.75,114.99,4065.59,847.07,92.66,122.1,100.93,100.69,100.24,100.74,40692.08,31246.8,26858.04,26858.04,51056.52,49157.12,101.22
2022-03-29,1135.68,2436.02,1631.12,2890.52,634.79,1068.87,1843.33,1830.97,111.03,4080.45,855.02,95.32,122.25,100.68,100.73,100.24,100.73,41454.17,31835.83,27364.34,27364.34,51599.15,49007.48,101.05
2022-03-30,1156.3,2343.6,1615.33,2964.02,634.42,1070.4,1848.77,1854.66,110.26,3854.66,885.89,96.72,123.23,100.65,100.81,100.1,100.77,42469.23,31537.68,27108.07,27108.07,51251.89,48780.86,101.26
2022-03-31,1138.19,2359.58,1576.59,2986.72,628.66,1074.15,1853.07,1801.73,110.95,3736.97,879.04,95.37,130.5,100.72,100.84,100.01,100.85,41816.96,32114.94,27604.25,27604.25,51400.22,48813.74,101.23
2022-04-01,1113.9,2392.37,1594.32,2997.77,622.67,1084.9,1892.83,1766.15,107.98,3781.28,878.43,95.15,129.01,100.68,100.98,100.06,100.76,42061.44,31746.66,27287.7,27287.7,51606.16,49041.54,101.04
2022-04-02,1118.99,2404.4,1559.65,3012.29,612.74,1068.02,1885.95,1789.55,110.58,3715.46,885.5,97.62,126.08,100.6,101.03,99.95,100.81,43486.02,31366.19,26960.66,26960.66,51784.28,49301.31,100.91
2022-04-03,1143.96,2408.0,1569.27,3090.19,634.93,1055.69,1860.15,1781.94,112.75,3792.33,907.45,99.11,126.42,100.82,101.04,99.96,100.75,43178.21,31757.06,27296.64,27296.64,51276.87,49468.26,101.09
2022-04-04,1186.7,2344.57,1505.67,3114.39,646.56,1083.74,1844.13,1797.15,109.79,3823.74,915.74,94.69,127.36,100.83,101.2,100.03,100.79,43908.73,32543.51,27972.62,27972.62,51414.77,49152.2,101.35
2022-04-05,1207.0,2301.86,1534.94,3060.48,644.22,1071.71,1852.43,1756.79,109.34,3783.76,911.21,93.07,124.63,100.76,101.45,99.97,100.74,42424.04,33255.33,28584.47,28584.47,51488.02,49019.52,101.07
2022-04-06,1191.88,2261.61,1491.4,3052.32,644.11,1082.74,1813.48,1731.71,108.67,3845.69,939.61,92.51,121.84,100.72,101.36,99.99,100.64,42275.03,32274.62,27741.5,27741.5,51284.33,49253.24,101.38
2022-04-07,1230.58,2279.8,1443.75,3044.93,634.69,1071.76,1813.08,1731.28,110.06,3899.02,913.77,91.15,126.32,100.58,101.24,100.07,100.83,42024.16,31717.05,27262.24,27262.24,50694.57,49287.84,101.86
2022-04-08,1220.62,2254.94,1427.42,3006.5,622.04,1080.08,1819.58,1714.97,109.84,3882.85,939.99,91.46,124.5,100.57,101.15,100.11,100.76,42579.48,31171.72,26793.51,26793.51,50886.91,49336.55,102.17
2022-04-09,1214.89,2204.7,1398.37,3115.5,612.68,1050.26,1822.62,1740.6,111.19,3868.91,944.28,92.95,124.39,100.59,101.07,100.14,100.6,43118.58,30971.17,26621.13,26621.13,50831.77,49648.01,102.2
2022-04-10,1240.8,2267.1,1426.93,2985.75,604.61,1053.83,1764.83,1716.38,107.62,4009.42,995.07,92.21,122.7,100.69,101.04,100.09,100.52,42723.44,31285.2,26891.05,26891.05,50459.36,49795.99,102.45
2022-04-11,1225.28,2319.1,1450.42,3067.48,598.95,1070.05,1775.48,1711.83,106.43,4013.58,1040.77,90.73,121.25,100.68,101.01,100.12,100.68,42744.37,31170.21,26792.21,26792.21,50653.18,49770.49,102.26
2022-04-12,1206.67,2376.99,1465.77,3041.08,617.81,1081.17,1777.44,1757.39,110.69,4103.07,1039.67,88.02,125.37,100.82,101.0,100.12,100.65,43014.99,31309.16,26911.65,26911.65,50517.38,49834.63,102.79
2022-04-13,1222.15,2367.21,1463.88,3031.83,611.62,1078.94,1843.76,1733.18,110.65,4082.85,1025.33,83.74,126.89,101.05,100.95,100.11,100.64,43337.32,31107.14,26738.0,26738.0,50372.63,50037.86,102.81
2022-04-14,1231.84,2411.2,1483.24,3082.46,581.75,1091.06,1799.25,1680.93,108.85,4048.06,1025.15,82.07,128.36,101.07,101.0,100.1,100.58,44088.57,30751.48,26432.3,26432.3,50305.63,50384.34,102.75
2022-04-15,1239.03,2384.82,1468.48,3126.92,593.27,1116.82,1810.19,1625.68,108.34,4007.08,1040.73,79.18,129.85,101.01,101.05,100.18,100.58,47270.93,31022.93,26665.61,26665.61,50189.87,50712.55,103.13
2022-04-16,1217.16,2390.47,1433.06,3190.36,592.7,1140.63,1812.32,1611.38,107.67,4029.18,997.98,78.04,127.96,101.12,101.05,100.24,100.67,46713.34,31001.6,26647.28,26647.28,49902.62,51143.41,103.43
2022-04-17,1202.67,2356.74,1431.89,3152.79,558.98,1139.08,1813.45,1612.18,107.26,4129.68,978.07,79.05,129.0,101.18,101.16,100.21,100.58,46604.9,30066.57,25843.58,25843.58,50093.76,50731.35,103.74
2022-04-18,1173.33,2330.73,1451.81,3048.29,550.18,1144.13,1831.4,1618.68,107.85,4136.97,970.09,78.34,129.67,101.06,101.21,100.22,100.54,46289.35,29585.83,25430.37,25430.37,50195.87,50668.56,104.33
2022-04-19,1210.93,2343.42,1446.78,3006.17,553.78,1152.08,1758.23,1542.53,108.9,4146.95,1005.54,77.79,129.01,101.13,101.1,100.36,100.47,45414.36,30118.35,25888.09,29342.95,50519.85,50042.73,104.57
2022-04-20,1216.13,2345.87,1445.68,2905.47,554.34,1125.16,1787.38,1622.1,108.61,4241.87,1034.11,75.59,125.76,100.97,101.21,100.41,100.43,44862.91,29425.98,25292.96,28668.41,50378.46,49914.44,99.37
2022-04-21,1203.72,2291.46,1472.45,2865.71,554.59,1112.9,1784.11,1638.63,108.94,4230.88,1026.18,77.75,122.06,101.15,101.13,100.4,100.52,44896.14,30072.18,25848.41,29297.97,50040.96,49533.14,99.31
2022-04-22,1192.85,2276.78,1440.02,2968.0,560.61,1089.1,1792.51,1641.09,110.03,4146.32,1044.92,76.61,119.45,101.24,100.96,100.33,100.53,45218.7,32835.6,28223.69,31990.25,50001.73,49460.52,99.52
2022-04-23,1205.34,2269.04,1451.0,2922.25,543.5,1093.34,1783.96,1567.37,105.88,4048.67,1019.76,77.34,119.39,101.26,100.95,100.32,100.44,45992.5,32708.08,28114.08,31866.01,49984.0,49244.25,99.61
2022-04-24,1198.29,2237.37,1459.41,2915.32,549.91,1068.84,1801.32,1594.95,111.7,4136.66,1048.65,78.37,115.4,101.29,100.94,100.48,100.49,46618.82,31749.28,27289.95,30931.9,50240.03,49334.17,99.61
2022-04-25,1215.54,2247.39,1445.79,2849.02,574.13,1040.01,1844.4,1611.96,109.59,4339.32,1054.06,77.37,116.36,101.28,101.17,100.64,100.63,46443.88,31628.58,27186.2,30814.31,50361.19,49440.05,99.95
2022-04-26,1295.88,2282.2,1474.85,2908.18,565.84,1055.21,1807.64,1624.67,107.91,4392.2,1093.89,77.95,114.39,101.11,101.09,100.54,100.65,46497.78,32632.66,28049.25,31792.53,49756.86,50147.72,99.7
