date,tata_steel,reliance_industries,adani_enterprises,asian_paints,bharti_airtel,bajaj_finserv,hdfc_bank,infosys,itc,hero_moto_corps,mahindra_and_mahindra,nippon_india_smallcap_fund,parag_parikh_flexi_cap_fund,hdfc_liquid_fund,sbi_liquid_fund,axis_liquid_fund,icici_pru_liquid_fund,snp_500,nasdaq_100,bitcoin,ethereum,physical_gold,sgb,reit
2022-01-20,1017.72,1648.31,1692.15,2966.35,420.83,1111.17,1204.5,1494.29,205.44,2277.72,872.72,56.32,41.98,100.26,105.19,101.27,91.92,2741.82,7802.46,2976893.49,227885.67,53479.38,4639.47,332.94
2022-01-21,1034.81,1659.21,1681.76,2933.6,428.63,1091.64,1248.12,1479.73,201.32,2349.19,861.55,57.24,42.33,100.43,105.52,100.81,91.62,2748.29,8158.04,2825404.05,220327.53,53128.49,4692.73,335.54
2022-01-22,1009.78,1697.14,1667.11,2905.06,429.74,1080.59,1244.38,1457.94,199.52,2310.25,874.11,59.36,42.68,100.53,104.56,99.29,92.41,2768.31,7990.63,3203955.34,210725.31,53291.86,4729.38,331.87
2022-01-23,1041.29,1706.55,1611.23,2981.11,433.61,1024.41,1256.97,1474.3,199.16,2359.13,874.11,59.99,42.88,100.7,103.95,98.56,91.31,2685.2,7793.54,2927678.47,205519.4,53103.43,4661.99,333.61
2022-01-24,1083.39,1717.39,1644.23,2818.46,454.33,1003.86,1294.58,1472.6,212.12,2298.94,890.76,60.77,44.35,101.6,103.89,99.01,91.91,3221.45,7836.0,3182354.88,204593.94,53640.01,4590.8,333.92
2022-01-25,1071.66,1700.54,1578.56,2759.73,455.07,971.87,1284.18,1496.6,214.98,2350.63,900.02,59.54,41.59,101.79,104.36,100.89,93.22,2722.52,8299.25,2990468.65,216121.92,53436.51,4607.29,339.51
2022-01-26,1041.43,1668.74,1630.5,2772.68,459.42,979.87,1259.65,1541.88,212.17,2279.95,895.88,60.88,40.63,102.45,105.43,100.77,94.02,2597.07,8422.79,2848486.14,212398.29,52332.97,4625.9,344.44
2022-01-27,1026.72,1665.29,1568.01,2792.46,455.43,924.67,1280.0,1580.84,227.81,2246.79,879.31,60.95,40.65,103.28,105.49,100.27,95.31,2600.64,7987.21,2739706.93,194580.2,51894.84,4631.33,342.11
2022-01-28,1007.33,1668.14,1603.51,2670.4,453.2,898.54,1310.84,1618.39,228.11,2189.17,901.98,62.14,40.07,102.57,104.47,100.69,95.38,2497.52,8013.76,2568572.07,202584.94,51707.27,4608.97,350.23
2022-01-29,1037.04,1637.08,1601.15,2793.75,444.02,863.55,1321.61,1687.74,222.81,2121.82,942.44,63.14,39.0,102.09,105.67,102.39,95.2,2522.98,8018.67,2353032.76,204292.85,50519.77,4655.64,350.14
2022-01-30,1071.26,1635.54,1568.69,3574.9,423.56,884.1,1394.53,1676.26,216.01,2134.69,930.63,62.4,39.04,101.58,106.57,101.92,95.01,2491.55,7762.8,2435350.28,203465.28,50258.38,4619.29,351.22
2022-01-31,1053.0,1603.28,1528.09,2657.68,428.15,872.07,1333.17,1733.66,220.16,2149.15,962.25,61.93,37.65,100.7,107.22,101.7,94.75,2473.77,7694.04,2292018.19,217383.17,49931.4,4610.21,353.42
2022-02-01,1034.17,1643.88,1526.02,2610.01,424.41,868.5,1322.95,1731.07,222.56,2200.49,991.06,62.42,36.02,99.72,106.81,100.9,94.82,2388.13,7797.53,2429127.59,219692.29,49973.53,4686.35,351.67
2022-02-02,1055.22,1639.27,1579.71,2694.88,415.24,808.7,1332.38,1738.37,217.69,2189.44,1018.38,62.33,36.14,99.39,107.52,100.99,93.65,2377.64,7954.84,2202331.83,226525.68,49048.02,4613.15,353.31
2022-02-03,1046.94,1669.7,1557.33,2451.56,433.64,805.89,1363.88,1651.54,217.22,2190.02,981.54,62.27,37.82,98.25,108.39,118.87,93.47,2280.24,7851.78,2232523.15,256314.32,51002.92,4596.61,356.62
2022-02-04,1072.15,1705.98,1559.8,2549.28,443.09,804.88,1303.34,1597.87,223.77,2255.36,1010.7,61.25,37.5,98.88,108.28,100.59,93.67,2381.02,7647.85,2082807.57,246518.38,50336.25,4644.03,358.73
2022-02-05,1042.11,1732.75,1538.27,2513.9,484.57,787.56,1362.21,1571.64,228.61,2261.46,1003.51,59.78,35.91,98.01,110.54,100.17,94.8,2446.79,7766.48,2037628.26,264732.55,50890.49,4609.37,359.32
2022-02-06,1041.96,1656.61,1465.76,2453.82,479.47,801.1,1404.95,1535.24,223.55,2227.85,1047.01,61.45,34.63,98.5,109.83,99.97,93.47,2439.87,7774.91,2037886.07,270459.72,51353.73,4752.21,359.26
2022-02-07,1040.02,1586.6,1417.69,2424.69,489.77,784.47,1444.01,1520.36,224.9,2197.15,1035.98,60.04,33.89,98.09,110.68,99.52,91.96,2472.59,7790.63,2279717.23,270250.18,51308.67,4743.14,356.43
2022-02-08,1024.34,1553.4,1468.73,2460.11,482.06,804.35,1437.32,1533.78,226.58,2185.14,1008.43,58.85,32.55,97.97,111.06,99.27,90.94,2530.65,7611.2,2062303.56,260891.25,52061.66,4816.07,354.86
2022-02-09,1041.5,1588.51,1468.65,2379.98,487.08,814.97,1500.49,1589.8,229.57,2138.92,993.41,58.22,33.25,98.79,110.48,99.43,92.28,2438.86,7403.93,1994606.68,234771.16,52170.89,4815.93,346.03
2022-02-10,1041.13,1658.36,1509.21,2530.1,463.68,850.17,1492.22,1599.28,229.61,2115.38,1006.56,60.59,32.76,98.9,109.9,99.3,92.71,2567.95,7670.72,1996855.85,219372.03,52919.07,4754.29,344.25
2022-02-11,1057.46,1626.88,1552.27,2516.85,463.0,843.1,1469.94,1675.37,228.66,2149.73,994.19,62.88,33.63,97.25,110.65,99.75,92.05,2600.4,7715.87,1963762.3,219837.16,52687.18,4614.27,341.99
2022-02-12,1094.5,1600.61,1535.72,2514.33,468.85,808.6,1436.87,1728.35,219.79,2119.61,1000.57,62.77,33.61,95.81,111.67,99.35,91.25,2764.35,7802.09,1882971.15,228673.23,53767.29,4485.47,338.82
2022-02-13,1065.69,1694.38,1529.06,2505.3,450.74,791.71,1446.46,1726.57,233.32,2186.89,941.47,64.1,32.65,95.92,113.02,99.53,90.73,2767.49,7685.25,1800666.36,235436.1,54566.6,4471.71,330.09
2022-02-14,1075.69,1649.03,1515.78,2426.68,432.61,790.16,1467.64,1656.26,233.04,2149.73,948.84,64.98,29.62,96.47,114.03,99.88,90.76,2826.23,7673.3,1825176.88,232294.46,54797.62,4527.9,330.59
2022-02-15,1050.87,1604.9,1481.96,2381.05,411.93,769.9,1470.43,1622.26,228.38,2160.72,950.3,65.51,28.88,95.78,113.33,98.61,90.3,2909.35,7592.7,1856586.8,229906.64,53753.22,4612.54,331.99
2022-02-16,1062.15,1614.95,1498.59,2462.43,402.24,779.49,1514.39,1646.78,226.06,2220.25,958.62,63.66,29.65,96.24,114.0,100.18,89.23,2927.73,7449.31,1777727.17,217725.08,54706.24,4586.94,335.12
2022-02-17,1042.51,1568.31,1577.26,2458.11,411.16,763.29,1506.49,1667.39,226.31,2232.7,948.12,62.56,30.46,96.35,113.92,101.55,89.47,2974.72,7788.21,1761848.46,206593.5,54321.05,4619.48,340.17
2022-02-18,1017.29,1568.97,1664.77,2450.07,404.67,780.53,1541.22,1700.94,223.38,2211.04,958.17,63.66,31.75,96.43,114.23,102.13,90.11,2946.98,8009.95,1833876.3,209969.2,54602.51,4585.52,340.25
2022-02-19,1040.18,1606.8,1645.77,2467.59,489.02,795.48,1549.98,1660.56,222.96,2207.37,1006.87,65.89,32.06,96.98,114.21,102.63,90.26,2829.86,8059.93,1774520.46,198023.71,55021.47,4689.06,341.35
2022-02-20,1050.41,1599.54,1590.01,2460.15,415.12,786.88,1553.13,1699.99,218.83,2260.43,965.99,65.74,31.36,94.92,115.67,102.33,90.25,2792.62,8161.92,1783748.29,196749.15,55870.51,4691.47,331.16
2022-02-21,1067.98,1624.31,1571.01,2427.85,427.98,759.29,1605.07,1742.82,227.82,2148.82,968.34,59.48,31.41,94.93,115.57,102.59,89.46,2905.15,8218.54,1732408.31,205354.73,54571.16,4824.31,328.1
2022-02-22,1067.34,1570.22,1587.34,2343.95,421.78,753.13,1568.5,1837.57,227.04,2106.67,1003.94,61.11,29.89,95.15,115.8,103.88,90.55,2916.38,8250.93,1614992.86,208529.75,55840.74,4744.81,327.87
2022-02-23,1012.57,1625.41,1537.02,2245.31,418.51,760.47,1546.69,1853.24,223.13,2101.82,1033.04,62.87,28.8,95.14,114.94,102.17,90.02,3011.12,8333.18,1622869.63,206872.1,55077.33,4718.81,328.71
2022-02-24,1064.55,1621.12,1535.79,3008.17,422.72,759.23,1567.69,1820.58,224.29,2089.28,1031.97,63.81,29.87,96.92,115.14,101.55,90.0,3003.96,8596.23,1632610.82,199983.65,56153.37,4704.6,322.73
2022-02-25,1105.4,1630.19,1573.26,2239.06,427.6,761.47,1511.25,1829.79,228.22,2189.75,994.22,62.95,29.05,96.92,116.08,101.72,89.9,3023.64,8713.71,1570786.49,189556.95,57549.71,4608.27,323.3
2022-02-26,1103.76,1618.6,1576.83,2232.99,423.16,730.25,1519.32,1885.14,223.07,2299.24,1000.03,65.09,28.25,96.5,115.92,101.08,89.22,2974.45,8593.94,1678712.88,182153.76,56598.53,4619.08,325.73
2022-02-27,1050.42,1619.62,1593.09,2209.97,420.72,754.71,1498.41,1878.34,223.78,2286.52,958.65,65.56,26.86,95.99,118.26,102.53,88.2,3029.59,8304.52,1553768.24,199486.67,55112.12,4534.23,320.98
2022-02-28,1076.01,1564.76,1599.83,2274.08,416.4,780.69,1453.47,1881.38,219.6,2289.64,930.72,64.21,27.59,95.55,118.01,103.53,88.23,3108.18,8092.7,1373617.7,196872.74,54470.57,4442.35,324.76
2022-03-01,1070.5,1591.59,1532.84,2265.94,411.75,748.14,1396.66,1918.41,223.01,2371.18,902.78,66.49,27.53,95.27,118.9,104.08,87.53,3107.81,7999.07,1406661.01,191418.94,52526.54,4488.94,326.5
2022-03-02,1031.74,1605.86,1597.66,2270.11,411.5,723.99,1397.74,1975.21,229.56,2388.77,917.19,66.65,27.53,93.79,119.87,106.08,87.16,2955.52,7602.09,1353055.46,178952.11,51530.78,4486.84,320.82
2022-03-03,1025.68,1609.78,1592.01,2342.14,432.34,692.52,1423.29,2004.91,227.71,2372.67,920.61,68.43,29.01,95.2,118.17,106.02,86.94,2837.99,7711.51,1450592.76,175244.34,50418.01,4609.08,317.02
2022-03-04,1070.39,1624.87,1622.91,2325.21,419.85,701.85,1404.62,2149.46,230.65,2440.93,974.11,67.58,27.79,95.38,118.13,105.8,86.6,2826.42,7640.02,1470737.31,185679.45,51019.54,4521.31,319.96
2022-03-05,1078.33,1625.02,1597.85,2285.27,411.15,692.27,1482.96,2135.19,234.79,2446.73,999.19,66.05,28.58,94.53,117.4,105.66,87.1,2801.34,7716.64,1426348.64,177375.38,51061.56,4475.21,314.97
2022-03-06,1102.37,1648.45,1563.62,2123.57,403.96,681.84,1442.3,2125.28,232.51,2410.57,1018.67,63.32,28.68,95.22,118.9,106.0,85.85,2761.23,7377.68,1433139.42,189095.11,51371.65,4482.57,318.01
2022-03-07,1127.42,1714.59,1491.15,2101.32,399.67,691.14,1469.3,2185.91,230.98,2465.6,1029.98,63.7,29.37,95.43,117.89,107.64,85.62,2734.99,7245.72,1324871.97,184703.07,49902.12,4419.43,313.14
2022-03-08,1100.22,1716.24,1520.51,2110.41,405.74,689.45,1532.55,2231.28,231.73,2472.54,1060.82,63.23,29.36,95.01,116.53,108.29,85.17,2812.78,7387.81,1388206.26,200566.61,49391.06,4476.77,317.66
2022-03-09,1131.14,1697.59,1461.08,2095.87,408.48,711.99,1542.32,2250.62,233.52,2493.14,1151.26,64.22,29.71,95.12,114.53,108.39,85.09,2924.64,7413.65,1438783.97,200962.26,49601.68,4406.92,317.75
2022-03-10,1143.54,1657.11,1457.88,2112.81,411.27,705.61,1554.5,2195.75,225.35,2540.06,1144.91,65.33,29.08,95.4,114.35,107.69,85.23,2899.9,7395.72,1449646.9,201319.72,49101.62,4537.63,315.57
2022-03-11,1187.87,1612.09,1439.21,2088.44,404.93,753.78,1581.36,2193.05,226.96,2564.75,1170.4,65.05,29.15,95.63,113.48,106.53,84.17,2962.61,7549.36,1555785.2,213899.79,49004.37,4392.44,320.6
2022-03-12,1234.45,1590.28,1453.75,2082.59,423.85,786.76,1591.11,2617.51,225.74,2491.63,1126.73,67.96,27.84,95.55,112.84,105.87,84.48,3021.68,7236.43,1574444.89,203209.33,48577.41,4366.16,317.86
2022-03-13,1226.01,1549.43,1390.55,2089.13,413.34,828.39,1588.99,2226.75,217.04,2546.97,1139.21,69.83,27.32,95.47,112.3,106.22,85.38,3096.72,7192.51,1581971.65,294889.59,48731.82,4406.97,319.67
2022-03-14,1155.01,1635.01,1434.92,2067.3,417.72,814.11,1523.36,2263.13,210.78,2586.18,1161.87,71.53,26.56,97.16,113.62,106.58,84.3,3129.54,7090.38,1489779.19,211314.31,48031.15,4590.6,324.37
2022-03-15,1193.64,1622.17,1417.57,2185.03,450.65,850.09,1477.32,2154.92,216.38,2625.46,1161.77,72.93,26.84,97.11,111.82,106.59,83.71,3115.72,7044.9,1355267.74,220528.47,48062.77,4668.96,324.78
2022-03-16,1226.22,1649.32,1406.24,2245.01,448.92,888.93,1441.35,2176.97,208.19,2698.61,1152.79,73.52,27.06,97.87,111.24,108.51,84.4,3146.9,7130.48,1356859.64,216388.02,48343.61,4582.07,322.17
2022-03-17,1192.53,1624.29,1419.3,2251.93,462.4,877.93,1435.15,2179.26,205.08,2676.42,1176.65,73.3,25.99,98.88,112.6,109.09,83.72,3163.13,7219.65,1374175.46,202890.65,48432.44,4480.36,319.76
2022-03-18,1187.85,1671.36,1394.95,2225.13,462.7,865.99,1468.28,2233.66,202.46,2568.1,1244.56,75.19,26.57,99.18,113.72,109.88,84.03,3102.08,7487.12,1237622.05,199922.08,48091.72,4521.46,322.5
2022-03-19,1214.52,1688.88,1424.11,2285.2,456.49,913.62,1509.89,2223.61,207.08,2422.31,1206.15,74.02,27.46,98.96,113.26,109.4,84.31,3126.31,7437.01,1292464.35,196887.19,47847.3,4458.96,323.34
2022-03-20,1194.98,1718.13,1433.78,2216.41,436.7,920.3,1485.45,2145.17,211.46,2424.34,1224.36,75.85,27.77,98.4,112.31,110.43,85.37,3316.42,7487.67,1263741.46,199100.63,47812.02,4459.31,325.95
2022-03-21,1173.47,1701.38,1457.09,2352.73,463.59,966.63,1473.01,2146.92,216.32,2477.56,1207.81,76.27,27.37,97.92,111.99,111.63,85.76,3374.39,7538.7,1260160.26,202145.32,48262.36,4474.07,332.9
2022-03-22,1177.21,1715.93,1448.51,2327.37,457.87,963.02,1411.76,2156.35,224.26,2541.99,1186.25,76.43,27.88,97.75,109.96,111.87,84.37,3314.27,7514.8,1210702.32,187951.45,48380.8,4534.64,334.38
2022-03-23,1193.02,1734.53,1871.2,2332.19,463.43,973.1,1443.94,2022.0,232.74,2593.65,1131.94,76.8,27.46,96.4,110.29,112.71,85.09,3246.81,7268.87,1176553.44,189362.73,47750.4,4435.34,333.34
2022-03-24,1153.06,1774.58,1443.17,2386.31,468.22,957.51,1468.81,1979.77,243.75,2596.42,1128.98,79.75,27.94,96.55,109.52,112.83,84.21,3174.29,7437.12,1109521.09,189048.65,47808.42,4360.3,327.64
2022-03-25,1149.43,1729.49,1463.77,2432.95,471.12,937.96,1425.93,1969.48,240.8,2588.98,1113.78,84.29,28.95,95.37,109.72,111.59,84.28,3099.58,7695.91,1151246.87,191487.87,47194.78,4258.57,335.6
2022-03-26,1193.84,1747.91,1480.95,2465.58,469.64,952.73,1385.56,1942.92,239.19,2554.69,1140.88,84.81,28.78,96.07,108.66,112.68,84.65,3055.73,7755.99,1110395.77,174340.47,46931.3,4309.94,332.14
2022-03-27,1209.52,1747.03,1480.92,2444.93,458.22,978.11,1340.22,1880.03,232.3,2646.13,1117.13,84.34,28.81,98.07,110.88,114.36,84.82,3060.75,7876.13,1041626.26,183766.84,46002.14,4288.76,332.85
2022-03-28,1243.06,1757.96,1468.15,2496.55,461.06,995.32,1354.52,1899.15,228.5,2642.52,1183.02,85.34,27.49,98.56,110.1,114.14,84.83,3034.7,7775.6,1083276.49,192961.76,47102.9,4289.96,331.9
2022-03-29,1261.47,1829.9,1500.68,2512.05,449.3,1005.0,1382.07,1949.77,221.89,2490.69,1217.36,87.77,27.36,99.51,111.56,114.74,84.99,3019.94,7487.74,1151056.72,185781.94,46674.33,4179.92,338.57
2022-03-30,1256.51,1916.25,1483.08,2580.95,430.8,1021.37,1452.21,1945.43,214.78,2408.65,1187.56,90.43,27.57,99.79,111.25,116.43,85.31,3007.72,7649.56,1078247.96,180017.2,46926.35,4169.37,341.45
2022-03-31,1301.11,1864.19,1490.16,2581.21,447.97,1018.19,1519.49,1954.33,206.78,2390.58,1180.55,87.69,28.09,100.41,109.61,115.95,85.62,3031.41,7702.84,1104015.4,170130.23,45849.36,4120.55,341.36
2022-04-01,1303.63,1863.47,1454.99,2583.74,442.47,1081.33,1577.86,1999.51,193.38,2374.1,1112.73,87.23,26.68,99.53,109.48,117.0,84.63,2976.1,7717.94,1099510.43,182225.95,45019.63,4026.89,336.18
2022-04-02,1316.22,1824.33,1437.04,2511.36,451.49,1067.01,1581.63,1996.61,193.67,2260.51,1068.17,88.37,27.91,98.41,108.56,117.05,84.71,2957.31,7670.69,1071665.55,189013.29,45692.66,4201.23,330.58
2022-04-03,1383.1,1777.51,1360.03,2626.44,473.6,1052.55,1519.04,1986.02,193.57,2419.51,1090.92,92.73,28.07,98.95,108.07,116.06,84.48,2871.65,7666.53,1085975.9,186041.53,45757.01,4162.25,335.96
2022-04-04,1299.76,1773.27,1382.92,2683.75,472.07,1055.11,1547.43,1990.84,194.01,2379.27,1066.39,90.19,27.9,98.08,107.65,116.38,84.66,2979.0,7530.54,974155.63,181553.24,46551.73,4165.67,335.47
2022-04-05,1339.69,1728.52,1373.95,2730.8,457.15,995.8,1605.01,2018.29,193.53,2258.48,1041.37,95.42,27.6,98.7,109.62,116.0,84.42,3132.73,7722.1,935915.8,177073.38,45317.81,4247.36,332.37
2022-04-06,1333.8,1716.93,1403.53,2704.1,468.42,977.94,1586.74,1933.14,195.52,2169.89,1016.85,92.87,29.11,98.2,111.8,116.48,84.83,3067.61,7816.37,1052057.89,175285.37,45871.08,4342.85,334.22
2022-04-07,1349.12,1771.54,1361.24,2684.5,461.87,968.25,1614.96,1852.13,188.21,2282.42,1003.75,95.95,28.91,98.16,112.23,115.66,84.09,3141.47,7888.0,1012056.04,182397.7,46687.04,4319.53,330.8
2022-04-08,1315.16,1743.61,1305.31,2748.65,441.31,974.23,1589.61,1885.56,196.54,2158.93,1003.47,101.21,28.17,97.73,113.22,116.34,84.5,3116.17,7753.57,1036514.04,190297.88,46141.55,4345.14,331.89
2022-04-09,1347.9,1673.23,1276.1,2722.25,466.1,965.62,1585.62,1930.21,199.59,2108.67,1030.29,99.25,28.1,96.87,114.85,116.01,83.91,3173.24,7468.05,1073861.24,202334.31,46153.15,4388.24,334.01
2022-04-10,1338.92,1740.23,1282.16,2725.58,564.84,984.19,1588.28,1868.79,200.24,2224.87,1051.3,98.82,28.86,97.57,114.2,116.37,84.76,3114.93,7691.06,1064898.8,198653.0,45354.98,4456.46,333.59
2022-04-11,1333.58,1741.44,1315.93,2732.48,483.07,967.24,1631.87,1823.62,203.95,2359.87,1071.19,100.64,28.25,97.65,112.58,117.29,84.72,3064.15,7612.22,1098705.67,196206.48,45061.3,4503.31,336.48
2022-04-12,1375.77,1718.24,1290.17,2760.36,448.51,1006.39,1596.44,1807.57,196.49,2269.74,1090.59,105.42,27.86,96.85,112.91,119.78,84.25,2967.88,7523.51,1162415.52,192261.29,45959.9,4520.96,336.66
2022-04-13,1383.75,2094.17,1238.0,2798.72,428.1,1011.26,1568.63,1818.98,195.76,2259.11,1114.0,106.24,26.92,96.36,114.26,119.18,84.59,3027.81,7798.18,1122536.61,182301.73,46189.6,4602.77,338.63
2022-04-14,1380.1,1609.72,1281.11,2773.02,433.39,1044.54,1559.85,1864.25,195.08,2203.51,1077.02,106.48,28.14,96.75,114.07,117.98,85.08,3093.1,9987.28,1069792.52,181737.81,46185.39,4643.32,338.77
2022-04-15,1409.57,1576.33,1285.49,2912.93,433.71,1059.05,1550.34,1859.74,193.21,2065.31,1053.2,109.37,28.58,98.42,113.83,119.11,84.59,3043.81,7847.12,1165613.18,177593.26,46154.35,4628.96,336.23
2022-04-16,1400.6,1489.6,1286.37,2815.91,446.36,1060.0,1536.04,1939.93,193.15,2131.09,1091.87,104.73,27.21,98.06,115.01,119.97,84.68,3011.27,7836.24,1170636.81,161928.61,45984.57,4589.99,334.55
2022-04-17,1633.31,1509.67,1292.47,2673.02,457.36,1009.97,1615.69,1918.28,196.72,2147.88,1092.25,103.65,26.39,99.89,115.26,120.54,85.01,2921.9,8195.73,1243566.04,163944.45,46793.14,4696.34,337.04
2022-04-18,1504.36,1501.28,1264.07,2791.04,445.67,991.24,1578.96,1775.48,184.63,2116.82,1119.88,97.92,27.07,99.05,115.6,119.43,84.27,2980.28,8183.22,1220496.34,181493.51,48453.11,4603.64,335.55
2022-04-19,1481.43,1535.06,1236.21,2763.78,450.57,975.37,1577.41,1828.94,189.32,2114.08,1091.91,98.99,27.01,98.76,116.9,119.31,83.8,2862.38,8200.89,1166360.15,166085.61,49000.09,4645.2,331.02
2022-04-20,1549.34,1546.88,1218.86,2793.16,452.74,983.9,1545.86,1899.98,195.1,2045.06,1068.4,98.69,26.63,99.08,119.3,120.06,83.17,2857.68,8025.46,1218152.47,165073.48,48903.53,4556.75,331.65
2022-04-21,1514.7,1551.07,1240.08,2696.89,447.0,987.08,1508.38,1851.26,206.1,2078.77,1079.1,99.3,26.35,98.52,120.71,120.58,84.26,2901.3,7981.8,1147596.74,177034.25,48795.28,4544.54,328.79
2022-04-22,1473.39,1565.26,1240.42,2776.06,458.26,1004.21,1467.12,1906.47,214.86,2011.11,1077.29,101.28,27.6,98.45,120.95,120.05,84.76,2813.91,7813.89,1161020.73,182205.59,48297.4,4544.76,323.53
2022-04-23,1558.31,1583.58,1256.22,2783.57,462.35,1008.39,1476.15,1943.45,208.24,1964.94,1138.85,100.01,27.27,98.91,120.52,121.16,84.43,2695.96,7866.24,1136264.86,199929.96,48582.91,4532.67,328.68
2022-04-24,1573.13,1624.69,1208.67,2799.25,451.5,1073.3,1466.48,1957.82,210.72,2061.5,1154.41,99.29,28.46,99.68,120.33,120.28,83.62,2633.62,7886.62,1055815.66,202963.97,48625.52,4706.84,328.41
2022-04-25,1606.7,1691.51,1202.47,2864.37,455.03,1060.9,1443.27,1896.34,202.97,2094.19,1123.62,99.67,28.24,99.63,118.45,120.63,83.33,2557.63,8032.77,1062802.17,214278.4,49859.39,4696.66,329.58
